adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000029644-25-000147	29644	DONALDSON CO INC	3564	US	MN	BLOOMINGTON	55431	1400 W. 94TH ST.		6128873131	US	MN	BLOOMINGTON	55431	1400 W 94TH STREET		US	DE	410222640	DONALDSON CO INC	19920703	1-LAF	0	0731	10-Q	20251031	2026	Q1	20251204	2025-12-04 11:58:00.0	0	1	dci-20251031_htm.xml	1	
0000029905-25-000034	29905	DOVER CORP	3530	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	(630) 541-1540	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	US	NY	530257888	DOVER CORP	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251023	2025-10-23 06:51:00.0	0	1	dov-20250930_htm.xml	1	
0000029915-25-000033	100790	UNION CARBIDE CORP /NEW/	2860	US	TX	SEADRIFT	77983	7501 STATE HIGHWAY 185 NORTH		361-553-2997	US	TX	SEADRIFT	77983	7501 STATE HIGHWAY 185 NORTH		US	NY	131421730	UNION CARBIDE CHEMICALS & PLASTICS CO INC	19940502	4-NON	0	1231	10-Q	20250930	2025	Q3	20251024	2025-10-24 07:40:00.0	0	1	ucc-20250930_htm.xml	1	
0000029989-25-000037	29989	OMNICOM GROUP INC.	7311	US	NY	NEW YORK	10017	280 PARK AVENUE		2124153600	US	NY	NEW YORK	10017	280 PARK AVENUE		US	NY	131514814	OMNICOM GROUP INC	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251022	2025-10-21 17:55:00.0	0	1	omc-20250930_htm.xml	1	
0000030625-25-000072	30625	FLOWSERVE CORP	3561	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 700	9724436500	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 700	US	NY	310267900	DURCO INTERNATIONAL INC	19970508	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251028	2025-10-28 16:01:00.0	0	1	fls-20250930_htm.xml	1	
0000030697-25-000039	30697	WENDY'S CO	5810	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		(614) 764-3100	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		US	DE	380471180	WENDY'S/ARBY'S GROUP, INC.	20080926	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:15:00.0	0	1	wen-20250928_htm.xml	1	
0000031791-25-000037	31791	REVVITY, INC.	3826	US	MA	WALTHAM	02451	77 4TH AVENUE		781-663-6900	US	MA	WALTHAM	02451	77 4TH AVENUE		US	MA	042052042	PERKINELMER INC	19991103	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:09:00.0	0	1	revv-20250928_htm.xml	1	
0000032604-25-000087	32604	EMERSON ELECTRIC CO	3600	US	MO	ST LOUIS	63105	8027 FORSYTH BLVD		3145532000	US	MO	ST LOUIS	63105	8027 FORSYTH BLVD		US	MO	430259330	EMERSON ELECTRIC MANUFACTUING CO	19730710	1-LAF	1	0930	10-K	20250930	2025	FY	20251110	2025-11-10 16:04:00.0	0	1	emr-20250930_htm.xml	1	
0000033185-25-000064	33185	EQUIFAX INC	7320	US	GA	ATLANTA	30302	1550 PEACHTREE ST NW		4048858000	US	GA	ATLANTA	30309	1550 PEACHTREE ST NW		US	GA	580401110	RETAIL CREDIT CO	19760222	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251021	2025-10-21 16:19:00.0	0	1	efx-20250930_htm.xml	1	
0000033213-25-000049	33213	EQT CORP	1311	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	4125535700	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	US	PA	250464690	EQT CORP /PA/	20090206	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251022	2025-10-22 16:16:00.0	0	1	eqt-20250930_htm.xml	1	
0000033992-25-000027	33992	KINGSTONE COMPANIES, INC.	6331	US	NY	KINGSTON		120 WOOD ROAD		845-802-7900	US	NY	KINGSTON		120 WOOD ROAD		US	DE	362476480	DCAP GROUP INC	20050210	4-NON	0	1231	10-Q	20250930	2025	Q3	20251112	2025-11-12 13:11:00.0	0	1	king-20250930_htm.xml	1	
0000034067-25-000158	34067	DMC GLOBAL INC.	3390	US	CO	BROOMFIELD	80021	11800 RIDGE PARKWAY	SUITE 300	3036655700	US	CO	BROOMFIELD	80021	11800 RIDGE PARKWAY	SUITE 300	US	CO	840608431	DYNAMIC MATERIALS CORP	19941205	2-ACC	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:11:00.0	0	1	boom-20250930_htm.xml	1	
0000034088-25-000061	34088	EXXON MOBIL CORP	2911	US	TX	SPRING	77389-1425	22777 SPRINGWOODS VILLAGE PARKWAY		9729406000	US	TX	SPRING	77389-1425	22777 SPRINGWOODS VILLAGE PARKWAY		US	NJ	135409005	EXXON CORP	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251103	2025-11-03 12:46:00.0	0	1	xom-20250930_htm.xml	1	
0000034563-25-000087	34563	FARMER BROTHERS CO	2090	US	TX	FORT WORTH	76177	14501 N. FREEWAY		888 998 2468	US	TX	FORT WORTH	76177	P O BOX 77057		US	DE	950725980			4-NON	0	0630	10-Q	20250930	2026	Q1	20251106	2025-11-06 16:59:00.0	0	1	farm-20250930_htm.xml	1	
0000034782-25-000109	34782	1ST SOURCE CORP	6022	US	IN	SOUTH BEND	46601	100 NORTH MICHIGAN STREET		5742352702	US	IN	SOUTH BEND	46634	P O BOX 1602	P O BOX 1602	US	IN	351068133	FBT BANCORP INC	19820818	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251023	2025-10-23 16:09:00.0	0	1	source-20250930_htm.xml	1	
0000034903-25-000063	34903	FEDERAL REALTY INVESTMENT TRUST	6798	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE, SUITE 200		3019988100	US	MD	NORTH BETHESDA	20852	909 ROSE AVENUE, SUITE 200		US	MD	520782497			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251031	2025-10-31 07:35:00.0	0	1	frt-20250930_htm.xml	2	1901876
0000035527-25-000212	35527	FIFTH THIRD BANCORP	6022	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	5135795300	US	OH	CINCINNATI	45263	38 FOUNTAIN SQ PLZ	FIFTH THIRD CENTER	US	OH	310854434			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:35:00.0	0	1	fitb-20250930_htm.xml	1	
0000036104-25-000064	36104	US BANCORP DE	6021	US	MN	MINNEAPOLIS	55402-7020	U.S. BANCORP	800 NICOLLET MALL	651-466-3000	US	MN	MINNEAPOLIS	55402-7020	U.S. BANCORP	800 NICOLLET MALL	US	DE	410255900	FIRST BANK SYSTEM INC	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-04 17:34:00.0	0	1	usb-20250930_htm.xml	1	
0000036270-25-000024	36270	M&T BANK CORP	6022	US	NY	BUFFALO	14203	C/O LEGAL	ONE M&T PLAZA	7165593172	US	NY	BUFFALO	14203	C/O LEGAL	ONE M&T PLAZA	US	NY	160968385	FIRST EMPIRE STATE CORP	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251027	2025-10-27 17:06:00.0	0	1	mtb-20250930_htm.xml	1	
0000036966-25-000155	36966	FIRST HORIZON CORP	6021	US	TN	MEMPHIS	38103	165 MADISON AVENUE		9018186232	US	TN	MEMPHIS	38103	165 MADISON AVENUE		US	TN	620803242	FIRST HORIZON NATIONAL CORP	20040422	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:24:00.0	0	1	fhn-20250930_htm.xml	1	
0000037785-25-000127	37785	FMC CORP	2800	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		215-299-6668	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		US	DE	940479804	FOOD MACHINERY & CHEMICAL CORP	19670706	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 14:07:00.0	0	1	fmc-20250930_htm.xml	1	
0000037808-25-000135	37808	FNB CORP/PA/	6021	US	PA	PITTSBURGH	15219	F.N.B. CORPORATION	626 WASHINGTON PLACE	800-555-5455	US	PA	PITTSBURGH	15219	F.N.B. CORPORATION	626 WASHINGTON PLACE	US	PA	251255406	FNB CORP/FL/	20010601	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 13:47:00.0	0	1	fnb-20250930_htm.xml	1	
0000037996-25-000186	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251024	2025-10-23 19:12:00.0	0	1	f-20250930_htm.xml	1	
0000038009-25-000038	38009	FORD MOTOR CREDIT CO LLC	6159	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		313-322-3000	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		US	DE	381612444	FORD MOTOR CREDIT CO	19920703	4-NON	0	1231	10-Q	20250930	2025	Q3	20251024	2025-10-23 19:20:00.0	0	1	fmcc-20250930_htm.xml	1	
0000038723-25-000146	38723	1ST FRANKLIN FINANCIAL CORP	6141	US	GA	TOCCOA	30577	135 E TUGALO ST	P O BOX 880	7068867571	US	GA	TOCCOA	30577	135 EAST TUGALO STREET	PO  BOX  880	US	GA	580521233	FIRST FRANKLIN FINANCIAL CORP	19920703	4-NON	0	1231	10-Q	20250930	2025	Q3	20251119	2025-11-19 17:27:00.0	0	1	fil-20250930_htm.xml	1	
0000038725-25-000178	38725	FRANKLIN ELECTRIC CO INC	3621	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		2608242900	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		US	IN	350827455			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 17:30:00.0	0	1	fele-20250930_htm.xml	1	
0000038777-25-000238	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920/2, LEGAL-FRI SECRETARY	650-312-2000	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY		US	DE	132670991			1-LAF	1	0930	10-K	20250930	2025	FY	20251110	2025-11-10 14:20:00.0	0	1	ben-20250930_htm.xml	1	
0000039263-25-000117	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	111 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 15:15:00.0	0	1	cfr-20250930_htm.xml	1	
0000039311-25-000101	39311	INDEPENDENT BANK CORP /MI/	6022	US	MI	GRAND RAPIDS	49525	4200 E BELTLINE AVE		8003550641	US	MI	GRAND RAPIDS	49525	4200 E BELTLINE AVE		US	MI	382032782			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 10:44:00.0	0	1	ibcp-20250930_htm.xml	1	
0000040211-25-000118	40211	GATX CORP	4700	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		3126216200	US	IL	CHICAGO	60606-7147	233 SOUTH WACKER DRIVE		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:50:00.0	0	1	gmt-20250930_htm.xml	1	
0000040533-25-000045	40533	GENERAL DYNAMICS CORP	3730	US	VA	RESTON	20190	11011 SUNSET HILLS RD		703-876-3000	US	VA	RESTON	20190	11011 SUNSET HILLS RD		US	DE	131673581			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251024	2025-10-24 10:36:00.0	0	1	gd-20250928_htm.xml	1	
0000040545-25-000132	40545	GENERAL ELECTRIC CO	3600	US	OH	EVENDALE	45215	1 NEUMANN WAY		617-443-3000	US	OH	EVENDALE	45215	1 NEUMANN WAY		US	NY	140689340	GENERAL ELECTRIC CO	20240408	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251021	2025-10-21 06:27:00.0	0	1	ge-20250930_htm.xml	1	
0000040729-25-000025	40729	ALLY FINANCIAL INC.	6022	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	866-710-4623	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	US	DE	380572512	GMAC INC.	20090701	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 16:04:00.0	0	1	ally-20250930_htm.xml	1	
0000040987-25-000196	40987	GENUINE PARTS CO	5013	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		6789345000	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		US	GA	580254510			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251021	2025-10-21 12:50:00.0	0	1	gpc-20250930_htm.xml	1	
0000041719-25-000110	41719	MAGNERA CORP	2621	US	NC	CHARLOTTE	28269	9335 HARRIS CORNERS PKWY	SUITE 300	866-744-7380	US	NC	CHARLOTTE	28269	9335 HARRIS CORNERS PKWY	SUITE 300	US	PA	230628360	GLATFELTER CORP	20200930	2-ACC	1	0930	10-K	20250930	2025	FY	20251125	2025-11-25 16:30:00.0	0	1	form10k_htm.xml	1	
0000042888-25-000047	42888	GRACO INC	3561	US	MN	MINNEAPOLIS	55413-1894	88 11TH AVENUE NE		6126236000	US	MN	MINNEAPOLIS	55401	CT CORPORATION SYSTEM, INC.	100 SOUTH FIFTH STREET, SUITE 1075	US	MN	410285640			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251022	2025-10-22 16:14:00.0	0	1	ggg-20250926_htm.xml	1	
0000045012-25-000069	45012	HALLIBURTON CO	1389	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	2818712699	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	US	DE	752677995	HALLIBURTON OIL WELL CEMENTING CO	19660911	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251024	2025-10-24 12:14:00.0	0	1	hal-20250930_htm.xml	1	
0000045876-25-000099	45876	ENVIRI CORP	8900	US	PA	PHILADELPHIA	19103	TWO LOGAN SQUARE	100-120 NORTH 18TH STREET, 17TH FLOOR	267-857-8715	US	PA	PHILADELPHIA	19103	TWO LOGAN SQUARE	100-120 NORTH 18TH STREET, 17TH FLOOR	US	DE	231483991	HARSCO CORP	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 08:04:00.0	0	1	nvri-20250930_htm.xml	1	
0000046080-25-000164	46080	HASBRO, INC.	3944	US	RI	PAWTUCKET	02861	1027 NEWPORT AVENUE	P O BOX 1059	4014318697	US	RI	PAWTUCKET	02861-0200	1027 NEWPORT AVENUE		US	RI	050155090	HASBRO INC	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 16:09:00.0	0	1	has-20250928_htm.xml	1	
0000046195-25-000037	46195	BANK OF HAWAII CORP	6022	US	HI	HONOLULU	96813	130 MERCHANT STREET		8886433888	US	HI	HONOLULU	96813	130 MERCHANT STREET		US	DE	990148992	PACIFIC CENTURY FINANCIAL CORP	19970430	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251028	2025-10-27 20:59:00.0	0	1	boh-20250930_htm.xml	1	
0000046250-25-000057	46250	HAWKINS INC	5160	US	MN	ROSEVILLE	55113	2381 ROSEGATE		6123316910	US	MN	ROSVILLE	55113	2381 ROSEGATE		US	MN	410771293	HAWKINS CHEMICAL INC	19920703	1-LAF	0	0331	10-Q	20250930	2026	Q2	20251029	2025-10-29 16:14:00.0	0	1	hwkn-20250928_htm.xml	1	
0000046619-25-000082	46619	HEICO CORP	3724	US	FL	HOLLYWOOD	33021	3000 TAFT ST		954-987-4000	US	FL	HOLLYWOOD	33021	3000 TAFT STREET		US	FL	650341002	HEINICKE INSTRUMENTS CO	19860417	1-LAF	1	1031	10-K	20251031	2025	FY	20251222	2025-12-22 16:45:00.0	0	1	hei-20251031_htm.xml	1	
0000046765-25-000071	46765	HELMERICH & PAYNE, INC.	1381	US	OK	TULSA	74120	222 N. DETROIT AVE.		9187425531	US	OK	TULSA	74120	222 N. DETROIT AVE.		US	DE	730679879	HELMERICH & PAYNE INC	19920703	1-LAF	1	0930	10-K	20250930	2025	FY	20251121	2025-11-21 16:16:00.0	0	1	hp-20250930_htm.xml	1	
0000047217-25-000071	47217	HP INC	3570	US	CA	PALO ALTO	94304	1501 PAGE MILL ROAD		6508571501	US	CA	PALO ALTO	94304	1501 PAGE MILL ROAD		US	DE	941081436	HEWLETT PACKARD CO	19920703	1-LAF	1	1031	10-K	20251031	2025	FY	20251210	2025-12-10 17:22:00.0	0	1	hpq-20251031_htm.xml	1	
0000048287-25-000137	48287	HNI CORP	2522	US	IA	MUSCATINE	52761-7109	600 EAST SECOND STREET - PO BOX 1109		5632727400	US	IA	MUSCATINE	52761	600 EAST SECOND STREET	P O BOX 1109	US	IA	420617510	HON INDUSTRIES INC	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 09:14:00.0	0	1	hni-20250927_htm.xml	1	
0000048465-25-000059	48465	HORMEL FOODS CORP /DE/	2011	US	MN	AUSTIN	55912-3680	1 HORMEL PL		(507) 437-5611	US	MN	AUSTIN	55912-3680	1 HORMEL PLACE		US	DE	410319970	HORMEL GEO A & CO	19920703	1-LAF	1	1031	10-K	20251031	2025	FY	20251205	2025-12-05 15:47:00.0	0	1	hrl-20251026_htm.xml	1	
0000049071-25-000057	49071	HUMANA INC	6324	US	KY	LOUISVILLE	40202	500 W MAIN ST		5025801000	US	KY	LOUISVILLE	40202	500 W. MAIN ST		US	DE	610647538	EXTENDICARE INC	19740404	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251105	2025-11-05 12:07:00.0	0	1	hum-20250930_htm.xml	1	
0000049196-25-000079	49196	HUNTINGTON BANCSHARES INC /MD/	6021	US	OH	COLUMBUS	43287	HUNTINGTON CTR	41 S HIGH ST HC0917	6144802265	US	OH	COLUMBUS	43287	HUNTINGTON CENTER	41 S HIGH ST HC0917	US	MD	310724920	HUNTINGTON BANCSHARES INC/MD	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251028	2025-10-28 15:29:00.0	0	1	hban-20250930_htm.xml	1	
0000049600-25-000109	49600	EASTGROUP PROPERTIES INC	6798	US	MS	RIDGELAND	39157	400 W. PARKWAY PLACE	SUITE 100	6013543555	US	MS	RIDGELAND	39157	400 W. PARKWAY PLACE	SUITE 100	US	MD	132711135	EASTGROUP PROPERTIES II INC	19970529	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251023	2025-10-23 16:07:00.0	0	1	egp-20250930_htm.xml	1	
0000049826-25-000057	49826	ILLINOIS TOOL WORKS INC	3560	US	IL	GLENVIEW	60025	155 HARLEM AVENUE		8477247500	US	IL	GLENVIEW	60025	155 HARLEM AVENUE		US	DE	361258310			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251024	2025-10-24 16:16:00.0	0	1	itw-20250930_htm.xml	1	
0000049938-25-000070	49938	IMPERIAL OIL LTD	2911	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.		1-800-567-3776	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.				980017682			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251103	2025-11-03 13:04:00.0	0	1	imo-20250930_htm.xml	1	
0000050493-25-000019	50493	INGLES MARKETS INC	5411	US	NC	ASHEVILLE	28816	PO BOX 6676		828-669-2941	US	NC	ASHEVILLE	28816	PO BOX 6676		US	NC	560846267			1-LAF	0	0930	10-K	20250930	2025	FY	20251126	2025-11-26 16:01:00.0	0	1	imkt-20250927x10k_htm.xml	1	
0000050863-25-000179	50863	INTEL CORP	3674	US	CA	SANTA CLARA	95054	2200 MISSION COLLEGE BLVD	RNB-4-151	4087658080	US	CA	SANTA CLARA	95054	2200 MISSION COLLEGE BLVD	RNB-4-151	US	DE	941672743			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 09:06:00.0	0	1	intc-20250927_htm.xml	1	
0000051143-25-000064	51143	INTERNATIONAL BUSINESS MACHINES CORP	3570	US	NY	ARMONK	10504	1 NEW ORCHARD ROAD		9144991900	US	NY	ARMONK	10504	1 NEW ORCHARD RD		US	NY	130871985			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251023	2025-10-23 16:21:00.0	0	1	ibm-20250930_htm.xml	1	
0000051253-25-000049	51253	INTERNATIONAL FLAVORS & FRAGRANCES INC	2860	US	NY	NEW YORK	10019	521 W 57TH ST		212-765-5500	US	NY	NEW YORK	10019	521 W 57TH ST		US	NY	131432060	VANAMERIGEN HAEBLER INC	19680426	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251104	2025-11-04 16:36:00.0	0	1	iff-20250930_htm.xml	1	
0000051434-25-000074	51434	INTERNATIONAL PAPER CO /NEW/	2621	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		901-419-7000	US	TN	MEMPHIS	38197	6400 POPLAR AVENUE		US	NY	130872805	INTERNATIONAL PAPER & POWER CORP	19710527	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 16:27:00.0	0	1	ip-20250930_htm.xml	1	
0000051644-25-000061	51644	INTERPUBLIC GROUP OF COMPANIES, INC.	7311	US	NY	NEW YORK	10022	909 THIRD AVENUE		212-704-1200	US	NY	NEW YORK	10022	909 THIRD AVENUE		US	DE	131024020	INTERPUBLIC GROUP OF COMPANIES INC	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251110	2025-11-10 16:27:00.0	0	1	ipg-20250930_htm.xml	1	
0000052827-25-000187	52827	RAYONIER INC	6798	US	FL	WILDLIGHT	32097	1 RAYONIER WAY		9043579100	US	FL	WILDLIGHT	32097	1 RAYONIER WAY		US	NC	132607329	ITT RAYONIER INC /CT/	19940422	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251107	2025-11-07 16:15:00.0	0	1	ryn-20250930_htm.xml	2	1806931
0000052827-25-000192	52827	RAYONIER INC	6798	US	FL	WILDLIGHT	32097	1 RAYONIER WAY		9043579100	US	FL	WILDLIGHT	32097	1 RAYONIER WAY		US	NC	132607329	ITT RAYONIER INC /CT/	19940422	1-LAF	0	1231	8-K	20241231			20251121	2025-11-21 16:14:00.0	0	1	ryn-20251121_d2_htm.xml	2	1806931
0000055067-25-000191	55067	KELLANOVA	2040	US	IL	CHICAGO	60654	412 N WELLS ST		2699612000	US	IL	CHICAGO	60654	412 N WELLS ST		US	DE	380710690	KELLOGG CO	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 08:07:00.0	0	1	k-20250927_htm.xml	1	
0000055135-25-000080	55135	KELLY SERVICES INC	7363	US	MI	TROY	48084	999 W BIG BEAVER RD		2483624444	US	MI	TROY	48084	999 WEST BIG BEAVER RD		US	DE	381510762			2-ACC	0	1231	10-Q	20250930	2025	Q3	20251106	2025-11-06 14:32:00.0	0	1	kelya-20250928_htm.xml	1	
0000055529-25-000054	55529	KEWAUNEE SCIENTIFIC CORP /DE/	3821	US	NC	STATESVILLE	28677	2700 W FRONT ST		7048737202	US	NC	STATESVILLE	28687-1842	P O BOX 1842		US	DE	380715562	KEWAUNEE SCIENTIFIC EQUIPMENT CORP /DE/	19861216	4-NON	0	0430	10-Q	20251031	2026	Q2	20251212	2025-12-12 09:41:00.0	0	1	kequ-20251031_htm.xml	1	
0000056701-25-000059	56701	KOSS CORP	3651	US	WI	MILWAUKEE	53212	4129 N PORT WASHINGTON AVE		4149645000	US	WI	MILWAUKEE	53212	4129 N PORT WASHINGTON AVE		US	DE	391168275	KOSS ELECTRONICS INC	19721005	4-NON	0	0630	10-Q	20250930	2026	Q1	20251031	2025-10-30 18:23:00.0	0	1	koss-20250930x10q_htm.xml	1	
0000056978-25-000081	56978	KULICKE & SOFFA INDUSTRIES INC	3674	SG		SINGAPORE	554369	23A SERANGOON NORTH AVENUE 5, #01-01		2157846000	SG		SINGAPORE	554369	23A SERANGOON NORTH AVENUE 5, #01-01		US	PA	231498399			1-LAF	1	0930	10-K	20250930	2025	FY	20251120	2025-11-20 08:50:00.0	0	1	klic-20251004_htm.xml	1	
0000057131-25-000097	57131	LA-Z-BOY INC	2510	US	MI	MONROE	48162	ONE LA-Z-BOY DRIVE		7342421444	US	MI	MONROE	48162	ONE LA-Z-BOY DRIVE		US	MI	380751137	LA Z BOY CHAIR CO	19920703	1-LAF	0	0430	10-Q	20251031	2026	Q2	20251118	2025-11-18 16:19:00.0	0	1	lzb-20251025_htm.xml	1	
0000057515-25-000032	57515	MARZETTI CO	2030	US	OH	WESTERVILLE	43082	380 POLARIS PARKWAY		6142247141	US	OH	WESTERVILLE	43082	380 POLARIS PARKWAY		US	OH	131955943	LANCASTER COLONY CORP	19920703	1-LAF	0	0630	10-Q	20250930	2026	Q1	20251104	2025-11-04 07:42:00.0	0	1	mzti-20250930_htm.xml	1	
0000058361-25-000040	58361	LEE ENTERPRISES, INC	2711	US	IA	DAVENPORT	52807	4600 E. 53RD STREET		5633832100	US	IA	DAVENPORT	52807	4600 E. 53RD STREET		US	DE	420823980	LEE ENTERPRISES, INC	20050610	4-NON	0	0930	10-K	20250930	2025	FY	20251126	2025-11-26 11:21:00.0	0	1	lee-20250928_htm.xml	1	
0000058492-25-000604	58492	LEGGETT & PLATT INC	2510	US	MO	CARTHAGE	64836	NO. 1 LEGGETT ROAD		(417) 358-8131	US	MO	CARTHAGE	64836	NO. 1 LEGGETT ROAD		US	MO	440324630			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251031	2025-10-31 12:02:00.0	0	1	leg-20250930_htm.xml	1	
0000059478-25-000254	59478	ELI LILLY & CO	2834	US	IN	INDIANAPOLIS	46285	LILLY CORPORATE CTR	DROP CODE 1094	3172762000	US	IN	INDIANAPOLIS	46285	LILLY CORPORATE CENTER	DROP CODE 1094	US	IN	350470950	LILLY ELI & CO	19941024	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 11:15:00.0	0	1	lly-20250930_htm.xml	1	
0000059527-25-000032	59527	LINCOLN ELECTRIC HOLDINGS INC	3540	US	OH	CLEVELAND	44117	22801 ST CLAIR AVE		2164818100	US	OH	CLEVELAND	44117	22801 ST CLAIR AVE		US	OH	340359955	LINCOLN ELECTRIC CO	19920703	1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 13:36:00.0	0	1	leco-20250930x10q_htm.xml	1	
0000059558-25-000093	59558	LINCOLN NATIONAL CORP	6311	US	PA	RADNOR	19087	150 N RADNOR CHESTER RD		4845831400	US	PA	RADNOR	19087	150 N RADNOR CHESTER RD		US	IN	351140070			1-LAF	0	1231	10-Q	20250930	2025	Q3	20251030	2025-10-30 13:32:00.0	0	1	lnc-20250930_htm.xml	1	
